P01-20240204-142301-1 | press and release the button on the panel of the oven in order to switch the oven on
P01-20240204-142301-357 | put the pot that has been removed from the drainer on the burner upper right on top of the heat diffuser.
P01-20240204-142301-358 | Open the garlic presser by holding both handles and pulling them away from one another, turning it more than 180 degrees to reveal the compartment where the garlic cloves will be inserted.
P01-20240204-142301-359 | Put the garlic clove from the left hand into the garlic presser in the compartment for garlic cloves.
P01-20240204-142301-361 | Close the garlic presser by rotating one of the handles to bring the two handles again together, holding both handles with the left hand.
P01-20240204-142301-360 | Put down one garlic clove on the countertop using the left hand.
P01-20240204-142301-362 | Position the garlic presser on top of the pan.
P01-20240204-142301-363 | Pick up the wooden spoon from the top of the plastic packaging on the countertop.
P01-20240204-142301-364 | squeeze the garlic presser by pressing the two handles together using the left hand
P01-20240204-142301-365 | Scrape the garlic presser using the wooden spoon to drop the pressed garlic into the pan.
P01-20240204-142301-366 | rest the wooden spoon on the pan.
P01-20240204-142301-367 | Open the garlic presser by separating the two handles.
P01-20240204-142301-368 | Pick up the garlic clove that is on the countertop using the right hand.
P01-20240204-142301-369 | Close the garlic presser by bringing the two handles again together, rotating one handle using the right hand.
P01-20240204-142301-370 | Hold the two handles using both hands as the garlic clove is big so it needs more power. So press the garlic presser handles using both hands, holding both handles with both hands and pressing the handles together to press the garlic inside the compartment.
P01-20240204-142301-371 | pick up the wooden spoon from the pan.
P01-20240204-142301-372 | Scrape the garlic pressed on the surface of the garlic presser using the wooden spoon by scraping the surface of the garlic presser, allowing the pressed garlic to fall into the pan.
P01-20240204-142301-373 | rest the wooden spoon on the pan
P01-20240204-142301-374 | Open the garlic presser again partially.
P01-20240204-142301-375 | Use the left thumb to slide any garlic that had escaped the compartment back into the compartment to press again.
P01-20240204-142301-376 | Close the garlic presser again, holding both handles with the left hand.
P01-20240204-142301-377 | Press the garlic presser using the left hand, pressing the remaining garlic that is inside the compartment.
P01-20240204-142301-378 | Pick up the wooden spoon that's been resting on the pan.
P01-20240204-142301-379 | Scrape the pressed garlic from the garlic presser into the pan using the wooden spoon. By scraping the surface of the garlic presser, the garlic is falling into the pan.
P01-20240204-142301-380 | Stir the onion with the garlic using the wooden spoon by moving the pieces of onion and garlic around the pan.
P01-20240204-142301-381 | Hit the wooden spoon against the edge of the pan to drop any pieces of onion or garlic that stuck to it.
P01-20240204-142301-382 | rest the wooden spoon on the pan.
P01-20240204-142301-383 | put the garlic presser in the sink
P01-20240204-142301-384 | move the water filter jug around the countertop by sliding it on top of the countertop.
P01-20240204-142301-385 | move the flask, open flask, on the countertop, moving it away from the kettle to access the kettle.
P01-20240204-142301-386 | pick up the kettle from its base using the right hand holding the handle and at the same time pressing the button on the handle using the thumb to open the lid of the kettle.
P01-20240204-142301-387 | hold the kettle with the left hand
P01-20240204-142301-388 | Unhook the nozzle of the tap using the right hand and place it inside the kettle to fill the kettle.
P01-20240204-142301-389 | Open the tap.
P01-20240204-142301-390 | Close the tap. While water can't be seen as the nozzle is inside the kettle, it can be heard.
P01-20240204-142301-391 | Return the nozzle of the tap, which is inside the kettle, back to its holder, locking it in place using the right hand.
P01-20240204-142301-392 | Put the kettle on its base, holding it with the left hand.
P01-20240204-142301-393 | close the kettle's lid by pushing it with the right hand back in place
P01-20240204-142301-394 | Switch on the kettle by pressing the button at the base using the thumb of the right hand.
P01-20240204-142301-395 | Pick up the plastic bag that is on the countertop using the right hand. As the kettle is going to be hot, it shouldn't be a good idea to put some plastic next to it.
P01-20240204-142301-396 | Crumple the plastic bag.
P01-20240204-142301-397 | open the top drawer using the left hand
P01-20240204-142301-398 | put the plastic bag inside the drawer
P01-20240204-142301-399 | close the drawer
P01-20240204-142301-400 | pick up the wooden spoon that's resting on the pan.
P01-20240204-142301-401 | continue stirring the onion and garlic in the pan using the wooden spoon by moving it around the bottom of the pan
P01-20240204-142301-402 | rest the wooden spoon on the pan
P01-20240204-142301-403 | pick a handful of minced meat from the packaging on the countertop using the right hand
P01-20240204-142301-404 | distribute the meat inside the pan using the fingers to break what is in the right hand into pieces
P01-20240204-142301-405 | pick another handful of minced meat from the packaging using the right hand
P01-20240204-142301-406 | use the left hand to steady the packaging.
P01-20240204-142301-407 | distribute the minced meat into the pan using the fingers of the right hand.
P01-20240204-142301-408 | Pick a handful of meat from the packaging using the right hand.
P01-20240204-142301-409 | distribute the minced meat into the pan using the right hand.
P01-20240204-142301-410 | pick up another handful of raw minced meat from the packaging using the right hand
P01-20240204-142301-411 | Distribute the minced meat around the pan using the right hand.
P01-20240204-142301-412 | pick another handful of minced meat from the packaging using the right hand
P01-20240204-142301-413 | Distribute the mincemeat around the pan using the right hand.
P01-20240204-142301-414 | pick a small amount of minced meat from the packaging using the right hand
P01-20240204-142301-415 | put the meat in the pan
P01-20240204-142301-416 | Pick another handful of minced meat from the packaging using the right hand.
P01-20240204-142301-417 | distribute the minced meat around the pan by moving the fingers around to break the minced meat in the hand into pieces, dropping them in various parts of the pan.
P01-20240204-142301-418 | Pick a handful of minced meat from the packaging using the right hand.
P01-20240204-142301-421 | throw the meat into the pan
P01-20240204-142301-419 | Throw the mincemeat into the pan.
P01-20240204-142301-420 | Gather the remaining raw mincemeat pieces from the packaging using the right hand.
P01-20240204-142301-422 | pick up the wooden spoon from the pan
P01-20240204-142301-423 | Using the wooden spoon, separate the meat into smaller pieces by pushing the wooden spoon between the pieces of meat to separate them further, then turning the pieces of meat, getting the onion up and the meat down, and repeating this exercise. Separating the meat and turning the meat until the onion is fully mixed with the meat and the meat has fully browned, holding the pan's handle with the left hand to steady it.
P01-20240204-142301-424 | hit the wooden spoon against the edge of the pan to drop any meat that stuck to it back into the pan
P01-20240204-142301-425 | Pick up the lid from the hob using the left hand holding it from its handle.
P01-20240204-142301-426 | cover the pan with the lid by placing the lid on top of the pan
P01-20240204-142301-427 | put the wooden spoon on the empty plastic container on the countertop
P01-20240204-142301-428 | move the tray with marinated chicken slightly to the left on the countertop preparing to put it in the oven
P01-20240204-142301-429 | Open the oven's door by holding the handle with the right hand.
P01-20240204-142301-430 | Pick up the tray with chicken from the countertop using both hands, carefully carrying it as it has lots of water.
P01-20240204-142301-431 | put the tray in the upper shelf of the oven by resting its edge against the surface of the upper shelf and then pushing it in.
P01-20240204-142301-432 | Close the oven's door.
P01-20240204-142301-433 | press the button on the panel of the oven to set the timer
P01-20240204-142301-434 | Press and hold the button to increase the timer to set the amount of time for the timer.
P01-20240204-142301-435 | Press and click multiple times to set the exact number of minutes for the chicken in the oven.
P01-20240204-142301-436 | open the upper cupboard
P01-20240204-142301-437 | pick up a mug from the lower shelf of the cupboard inserting the hand in and picking the mug from behind several mugs the mug is occluded by other mugs before being picked up
P01-20240204-142301-438 | close the cupboard, this action is off screen
P01-20240204-142301-439 | Move the plastic packaging with the wooden spoon inside it on the countertop to empty space for the mug.
P01-20240204-142301-440 | put down the mug on the countertop using the left hand
P01-20240204-142301-441 | pick the kettle which contains hot water from its base using the right hand holding it from its handle
P01-20240204-142301-442 | Pour hot water into the mug that's sitting on the countertop by tilting the kettle to pour the hot water into the mug, the steam can be seen coming out of the water showcasing its temperature.
P01-20240204-142301-443 | put the kettle back on its base
P01-20240204-142301-444 | open the first drawer
P01-20240204-142301-445 | close the first drawer
P01-20240204-142301-446 | Open the fridge.
P01-20240204-142301-447 | Pick the box of chicken stock cube from the fridge using the left hand. The box is in the middle shelf in the door of the fridge.
P01-20240204-142301-448 | tilt the box holding it with the right hand to drop one chicken stock cube from it into the left hand
P01-20240204-142301-449 | put back the box in the shelf on the door of the fridge
P01-20240204-142301-450 | Close the door of the fridge.
P01-20240204-142301-451 | open the first drawer
P01-20240204-142301-452 | pick a small spoon from the cutlery tray of the first drawer, this action is somehow off screen
P01-20240204-142301-453 | close the drawer this action is off screen
P01-20240204-142301-454 | open the packaging of the chicken stock cube by unfolding the edges of the packaging holding the cube with the right hand and unfolding with the left hand
P01-20240204-142301-455 | Pick the chicken stock cube from its packaging using the right hand holding the packaging with the left hand.
P01-20240204-142301-456 | Drop the chicken stock cube into the mug with hot water using the right hand. The stock cube is being added to the water to melt into a stock.
P01-20240204-142301-457 | Slide the small spoon on the surface of the packaging to drop any remaining chicken stock cube attached to the packaging into the mug.
P01-20240204-142301-458 | Using the spoon move the chicken stock cube inside the mug with hot water to help in melting the cube.
P01-20240204-142301-459 | Leave the spoon inside the mug.
P01-20240204-142301-460 | crumple the packaging of the chicken stock cube this action is mostly off-screen
P01-20240204-142301-461 | open the trash bin
P01-20240204-142301-462 | throw the packaging.
P01-20240204-142301-463 | close the trash bin. this action is mostly off screen.
P01-20240204-142301-464 | Continue stirring the content of the mug, moving the chicken stock cube using a spoon around the mug to help melting it.
P01-20240204-142301-465 | Using the spoon, break the remaining of the chicken stock cube into smaller pieces by inserting the spoon inside the cube to break it into pieces multiple times.
P01-20240204-142301-466 | Stir the content of the mug to dissolve the pieces of chicken stock cube into the hot water in the mug, using the spoon to stir the content of the mug.
P01-20240204-142301-467 | Break the remaining pieces by hitting the pieces with the spoon inside the mug.
P01-20240204-142301-468 | Stir the mug's content using the spoon.
P01-20240204-142301-469 | Stir a little bit faster to mix all the content together.
P01-20240204-142301-471 | Pick up the wooden spoon from the plastic packaging on the countertop using the right hand.
P01-20240204-142301-470 | Leave the spoon inside the mug.
P01-20240204-142301-472 | Move the pot, empty pot, on the burner further from the edge of the countertop, a little using the left hand.
P01-20240204-142301-473 | Lift the lid of the pan containing meat being cooked using the left hand.
P01-20240204-142301-474 | put the lid on the burner to the top left
P01-20240204-142301-475 | stir the content of the pan using the wooden spoon by moving the meat around multiple times.
P01-20240204-142301-476 | hit the wooden spoon against the rim of the pan to drop any meat that stuck to it back into the pan
P01-20240204-142301-477 | Pick the lid from the burner using the left hand.
P01-20240204-142301-478 | cover the pan again using the lid
P01-20240204-142301-479 | Put the wooden spoon on the empty plastic packaging on the countertop.
P01-20240204-142301-480 | Pick one orange from the countertop using the right hand.
P01-20240204-142301-481 | Put the orange on the chopping board.
P01-20240204-142301-482 | open the top drawer
P01-20240204-142301-483 | pick a knife from the cutlery tray of the top drawer,
P01-20240204-142301-484 | Close the drawer by pushing it back
P01-20240204-142301-485 | Holding the orange on the chopping board with the left hand, slice the orange into two halves using the knife in sawing-like motion.
P01-20240204-142301-487 | Pick one half of the orange using the left hand and hand it to the right hand.
P01-20240204-142301-486 | put the knife on the chopping board
P01-20240204-142301-488 | Plug the food processor by picking up the plug from the countertop and inserting it into the socket using the left hand.
P01-20240204-142301-489 | press the button on the socket to switch on the socket
P01-20240204-142301-490 | Put the orange on the juicer stop holding it with the right hand.
P01-20240204-142301-491 | Try to switch on the food processor by turning the dial with the left hand clockwise, but it doesn't start.
P01-20240204-142301-492 | Check that the juicer's part is correctly connected and locked in place.
P01-20240204-142301-493 | Put down the orange half on the chopping board.
P01-20240204-142301-494 | Lift and reattach the food processor bowl to the food processor's motor, locking it again in place, checking that everything is properly connected as the food processor did not start.
P01-20240204-142301-495 | realized that I had connected the wrong plug. Unplug the current plug, which is actually the toaster's plug, by pulling it out of the socket using the left hand.
P01-20240204-142301-496 | Drop the wrong plug on the counter top.
P01-20240204-142301-497 | Pick up the right plug, that is the plug of the food processor, using the left hand.
P01-20240204-142301-498 | Plug the food processor now correctly into the socket by holding it with the left hand and pushing it into the socket.
P01-20240204-142301-499 | Attach the food processor bowl again in place by locking it into the motor, rotating it clockwise.
P01-20240204-142301-500 | Pick up the half orange from the chopping board using the right hand.
P01-20240204-142301-501 | put the orange on the juicer and hold it with the right hand
P01-20240204-142301-502 | Start the food processor by turning the dial using the right hand clockwise.
P01-20240204-142301-503 | Press and hold the orange half on top of the juicer, pressing it in place using the palms of both hands.
P01-20240204-142301-504 | Using the right hand rotate the half orange around the juicer.
P01-20240204-142301-505 | switch off the food processor by turning the dial counterclockwise using the left hand.
P01-20240204-142301-506 | open the food waste bin
P01-20240204-142301-507 | throw the skin of the half orange, having squeezed the juice off it into the food trash bin.
P01-20240204-142301-508 | Close the foot trash bin by releasing the lid from the left hand.
P01-20240204-142301-509 | Pick up the second half orange from the chopping board.
P01-20240204-142301-510 | Put the orange on the juicer stop holding it with the right hand.
P01-20240204-142301-511 | Switch on the food processor by turning the dial clockwise with the left hand.
P01-20240204-142301-512 | Press the orange using the palms of both hands down onto the juicer to juice or squeeze the juice out of the orange.
P01-20240204-142301-513 | Rotate the orange around the juicer to squeeze the remaining juice out of it.
P01-20240204-142301-514 | turn off the juicer by turning the dial using the left hand counterclockwise.
P01-20240204-142301-515 | Turn the skin of the half orange upside down to check that all the juice has been squeezed out of it.
P01-20240204-142301-516 | open the food waste bin
P01-20240204-142301-517 | Throw the half orange into the food waste bin.
P01-20240204-142301-518 | Pick up another full orange from the counter top next to the chopping board.
P01-20240204-142301-519 | put the orange on the chopping board
P01-20240204-142301-520 | pick the knife from the chopping board.
P01-20240204-142301-521 | Cut the orange into two halves holding the orange with the left hand and slicing the orange into two halves using the knife, in sawing like motion
P01-20240204-142301-522 | put the knife on the chopping board
P01-20240204-142301-523 | Pick one of the two halves of the oranges from the chopping board.
P01-20240204-142301-524 | put the half orange on the juicer using the right hand holding the half orange with the right hand within the palm
P01-20240204-142301-525 | Turn on the food processor by turning the dial clockwise using the left hand.
P01-20240204-142301-526 | Press the half orange onto the juicer using the palms of both hands with the right hand on the orange and the left hand on top of the right hand pressing down.
P01-20240204-142301-527 | Rotate the orange around the juicer by moving both hands around the juicer.
P01-20240204-142301-528 | Turn off the juicer by turning the dial counterclockwise using the left hand.
P01-20240204-142301-529 | Look inside the orange to check all the juice has been squeezed.
P01-20240204-142301-530 | open the a food waste bin
P01-20240204-142301-531 | Throw the orange half skin into the food waste bin.
P01-20240204-142301-532 | pick up the second half of the orange from the chopping board
P01-20240204-142301-533 | Put the half orange on top of the juicer holding it with the right hand.
P01-20240204-142301-534 | Turn on the juicer by rotating the dial clockwise using the left hand.
P01-20240204-142301-535 | Press the half orange onto the juicer using the palms of both hands with the right hand on top of the orange and the left hand on top of the right hand pressing down.
P01-20240204-142301-536 | rotate the orange around the juicer with the right hand
P01-20240204-142301-537 | turn off the food processor by turning the dial counterclockwise using the left hand
P01-20240204-142301-538 | Look inside the orange skin to check all the juice have been squeezed out.
P01-20240204-142301-539 | open the food waste bin
P01-20240204-142301-540 | throw the half orange into the food waste bin
P01-20240204-142301-541 | Pick up the mesh containing two oranges from the countertop using the right hand.
P01-20240204-142301-542 | Remove one orange from the mesh by looking into the opening of the mesh and then picking the orange out of the mesh using the left hand.
P01-20240204-142301-543 | remove the second orange out of the mesh also using the left hand by inserting the hand into the mesh picking up the orange
P01-20240204-142301-544 | open the waste bin
P01-20240204-142301-545 | throw the empty mesh into the bin,
P01-20240204-142301-546 | close the bin
P01-20240204-142301-547 | Dry both hands using the edge of the towel on the handrail of the oven.
P01-20240204-142301-548 | Pick up the knife from the chopping board using the right hand.
P01-20240204-142301-549 | cut one of the oranges on the chopping board into two halves by holding the orange with the left hand and the knife with the right hand and cutting it into halves in sawing like motion of the knife
P01-20240204-142301-550 | put the knife on the chopping board.
P01-20240204-142301-551 | pick up one half of the orange from the chopping board using the left hand
P01-20240204-142301-552 | Put the orange on the juicer using the right hand.
P01-20240204-142301-553 | Turn on the juicer by turning the dial clockwise using the left hand.
P01-20240204-142301-554 | Press the orange onto the juicer using both hands by putting the right hand on top of the orange half and the left hand on top of the right hand and pressing down.
P01-20240204-142301-555 | Rotate the orange around the juicer using the right hand.
P01-20240204-142301-556 | Turn off the juicer by turning the dial counterclockwise using the left hand.
P01-20240204-142301-557 | open the food waste bin
P01-20240204-142301-558 | Throw the orange skin into the food waste bin.
P01-20240204-142301-559 | Pick up the second half orange from the chopping board.
P01-20240204-142301-560 | Put the half orange on top of the juicer using the right hand.
P01-20240204-142301-561 | turn the food processor on by turning the dial using the left hand clockwise
P01-20240204-142301-562 | Press the half orange onto the juicer using the palms of both hands.
P01-20240204-142301-563 | Turn off the food processor by turning the dial counterclockwise using the left hand.
P01-20240204-142301-564 | Look inside the skin of the orange to check all juice have been squeezed out.
P01-20240204-142301-565 | open the food waste bin by the left hand
P01-20240204-142301-566 | Throw the orange skin, half orange, into the food waste bin.
P01-20240204-142301-567 | pick up the knife from the chopping board
P01-20240204-142301-568 | cut the orange into two halves by holding the orange with the left hand and slicing the orange using the knife in sawing like motion
P01-20240204-142301-569 | put the knife on the chopping board
P01-20240204-142301-570 | Separate the two halves of the orange as the knife has been cut fully into the orange by holding the two sides of the orange using both hands and pulling apart.
P01-20240204-142301-571 | put down one half of the orange on the chopping board
P01-20240204-142301-572 | Put one half of the orange onto the juicer holding it with the right hand.
P01-20240204-142301-573 | Turn on the juicer by turning the dial clockwise using the left hand.
P01-20240204-142301-574 | Press the orange onto the juicer by holding it with both hands, right hand on the orange, left hand on top of the right hand and pressing down.
P01-20240204-142301-575 | Turn off the food processor by turning the dial counterclockwise, using the left hand.
P01-20240204-142301-576 | Check that the orange skin have been emptied of water by turning it upside down and looking into it.
P01-20240204-142301-577 | open the food waste bin by lifting its lid with the left hand.
P01-20240204-142301-578 | Throw the skin of the half orange into the food waste bin using the right hand.
P01-20240204-142301-579 | Pick up the last half orange from the chopping board using the right hand.
P01-20240204-142301-580 | Put the orange on the juicer and hold it with the right hand.
P01-20240204-142301-581 | Turn on the food processor by turning the dial clockwise using the left hand.
P01-20240204-142301-582 | Press the orange onto the juicer by holding it with the palms of both hands and pressing down.
P01-20240204-142301-583 | Turn off the food processor by turning the dial on the motor counterclockwise using the left hand.
P01-20240204-142301-584 | Turn the half orange upside down to look inside it and check if there is any water remaining.
P01-20240204-142301-585 | put the orange skin back on the juicer
P01-20240204-142301-586 | Turn the food processor on again by turning the dial clockwise to squeeze further.
P01-20240204-142301-587 | press and rotate the orange around the juicer
P01-20240204-142301-588 | Turn off the food processor by turning the dial counterclockwise using the left hand.
P01-20240204-142301-589 | open the food waste bin
P01-20240204-142301-590 | Throw the half orange into the food waste bin to discard it.
P01-20240204-142301-591 | Dry both hands using the towel on the handrail of the oven.
P01-20240204-142301-592 | Lift the lid off the pan containing cooked meat using the left hand.
P01-20240204-142301-593 | pick up the wooden spoon from the packaging on the countertop
P01-20240204-142301-594 | put the lid on the hob on another burner
P01-20240204-142301-595 | Stir the meat a little bit, checking the amount of water that's still available in the pan.
P01-20240204-142301-596 | rest the wooden spoon on the pan
P01-20240204-142301-597 | Remove the spoon from the mug
P01-20240204-142301-598 | put the spoon on the packaging on the countertop.
P01-20240204-142301-599 | Pick up the mug containing the chicken stock from the countertop.
P01-20240204-142301-600 | Pour the chicken stock from the mug into the pan by tilting the mug that's being held with the right hand from its handle on top of the pan and moving the mug around to distribute the chicken stock being poured around the pan while holding the pan with the left hand from its handle to steady it.
P01-20240204-142301-601 | Put down the empty mug on the countertop.
P01-20240204-142301-602 | pick the kettle from its base using the right hand
P01-20240204-142301-603 | Pour some of the hot water into the pan as more water is needed.
P01-20240204-142301-604 | Put the kettle back on its base.
P01-20240204-142301-605 | pick up the wooden spoon from the pan,
P01-20240204-142301-606 | mix the a content of the pan
P01-20240204-142301-607 | Adjust the heat, lowering it by turning the dial with the left hand counterclockwise.
P01-20240204-142301-608 | Mix the content of the pan by moving the chicken stock around with the wooden spoon, mixing it with the meat.
P01-20240204-142301-609 | rest the wooden spoon on the pan
P01-20240204-142301-610 | Pick the kettle again from its base, more water is needed.
P01-20240204-142301-611 | pour more hot water from the kettle into the pan
P01-20240204-142301-612 | Put the kettle back on its base.
P01-20240204-142301-613 | pick the wooden spoon that's resting on the pan
P01-20240204-142301-614 | Stir the pan's content, mixing the meat with the water and the chicken stock using the wooden spoon.
P01-20240204-142301-615 | hit the wooden spoon against the rim of the pan to drop any meat that stuck to it back into the pan
P01-20240204-142301-616 | Put the wooden spoon on the empty packaging on the countertop.
P01-20240204-142301-617 | pick up the lid from the hob using the left hand
P01-20240204-142301-618 | cover the pan using the lid by putting the lid on the pan
P01-20240204-142301-619 | Check the preheating of the oven by looking at the temperature through the panel.
P01-20240204-142301-620 | pick up the knife from the chopping board using the right hand
P01-20240204-142301-621 | Using the knife, move the knife around the bowl of the juicer to get any water that is stuck on top of the strainer of the juicer into the bowl. By moving the knife around, the bits of orange are moved and the water gets throw the strainer into the bowl. This is done by rotating the knife around the strainer of the juicer in circular motions multiple times.
P01-20240204-142301-622 | Slide the knife against the rim of the juicer to drop any of the orange bits stuck to it into the strainer.
P01-20240204-142301-623 | Put the knife on the chopping board on the countertop.
P01-20240204-142301-624 | open the upper cupboard
P01-20240204-142301-625 | Pick a glass from the second shelf of the cupboard using the left hand.
P01-20240204-142301-626 | Close the cupboard, this action is off screen.
P01-20240204-142301-627 | Put the cupboard standing upright on the countertop.
P01-20240204-142301-628 | Remove the juicer part by picking the top of the juicer up away from the strainer using the right hand.
P01-20240204-142301-629 | Move the tap a little bit to the right using the left hand.
P01-20240204-142301-630 | Open the tap.
P01-20240204-142301-631 | Rinse the juicer part by scrubbing it with the hands under the tap running water.
P01-20240204-142301-632 | close the tap
P01-20240204-142301-633 | Put the juicer part on the drainer.
P01-20240204-142301-634 | Pick the strainer part of the juicer by rotating it counterclockwise to unlock it and then lifting it up.
P01-20240204-142301-635 | Shake it on top of the bowl to drop any excess juice into the bowl.
P01-20240204-142301-636 | open the food waste bin.
P01-20240204-142301-637 | Drop the orange bits inside the food waste bin by turning the strainer of the juicer upside down on top of the food waste bin and hitting against the edge of the bin to drop the bits of orange into the bin.
P01-20240204-142301-638 | Turn the strainer upright to check it's now empty.
P01-20240204-142301-639 | Close the food waste bin by releasing the lid with the left hand.
P01-20240204-142301-640 | Position the juicer strainer under the nozzle of the tap and turn it upside down to rinse it from the back.
P01-20240204-142301-641 | open the tap
P01-20240204-142301-642 | rinse the juicer part by holding it with the left hand and distributing water on it using the right hand
P01-20240204-142301-643 | Turn the strainer upright and continue rinsing it.
P01-20240204-142301-644 | turn off the tap,
P01-20240204-142301-645 | Put the juicer part, the strainer part of the juicer, on the drainer.
P01-20240204-142301-646 | shake the hands on top of the sink
P01-20240204-142301-647 | Dry the hands using the towel on the handrail of the oven.
P01-20240204-142301-648 | Pick the food processor bowl from its motor by rotating the food processor bowl counter-clockwise to unlock it and then lifting it up.
P01-20240204-142301-649 | pick the glass from the countertop using the left hand
P01-20240204-142301-650 | Pour the fresh orange juice from the food processor bowl into the glass by holding the glass with the left hand, holding the food processor bowl with the right hand from its handle, tilting the glass a little bit and tilting the bowl of the food processor to pour the juice from it into the glass.
P01-20240204-142301-651 | Hold the bowl on top of the glass upside down to drain the remaining liquid, the juice from it into the glass.
P01-20240204-142301-652 | Turn the food processor bowl upright and put it on the counter top.
P01-20240204-142301-653 | Put the glass filled with fresh orange juice on the counter top.
P01-20240204-142301-654 | Pick up the food processor bowl from the countertop.
P01-20240204-142301-655 | position it under the nozzle of the tap in the sink
P01-20240204-142301-656 | open the tap
P01-20240204-142301-657 | rinse the food processor bowl by rotating it under the running tap water to rinse it
P01-20240204-142301-658 | Turn the bowl upside down to drain the water inside.
P01-20240204-142301-659 | pick the sponge using the right hand.
P01-20240204-142301-660 | lather the inside of the food processor bowl using the sponge.
P01-20240204-142301-661 | put the sponge down.
P01-20240204-142301-662 | open the tap
P01-20240204-142301-663 | Rinse the food processor bowl.
P01-20240204-142301-664 | close the tap
P01-20240204-142301-665 | turn the food processor bowl upside down on top of the sink to drop any water from it
P01-20240204-142301-666 | put the food processor bowl upside down on the drainer
P01-20240204-142301-667 | Pick up a lid from the drainer using the right hand.
P01-20240204-142301-668 | put the lid on the pot that is on the top right hob burner
P01-20240204-142301-669 | Dry hands using the towel.
P01-20240204-142301-670 | Lift the handle of the food waste bin. The handle is behind the bin. Lift the handle up to be able to carry the bin to empty its contents.
P01-20240204-142301-671 | Lift the food waste bin using the left hand, you can feel that it is heavy.
