P01-20240203-123350-1 | Lift the plate that's covering the bowl of yeast to check the progress of the yeast fermentation.
P01-20240203-123350-317 | Throw the full package into the trash bin, having realized it's very difficult to clear it off its cover and use it.
P01-20240203-123350-318 | Close the trash bin.
P01-20240203-123350-319 | Open the cupboard, holding it from its handle, upper cupboard.
P01-20240203-123350-320 | Pick up a mug made of dark glass from the bottom shelf of the drawer. From the end of the shelf it is behind several mugs, using the right hand.
P01-20240203-123350-321 | Close the cupboard.
P01-20240203-123350-322 | Put down the mug on the countertop next to the kettle.
P01-20240203-123350-323 | Pick up the kettle from the countertop.
P01-20240203-123350-324 | Pour some already heated water from the kettle into the glass mug, filling around one fourth of the mug.
P01-20240203-123350-325 | Open the fridge.
P01-20240203-123350-326 | Pick up the box of chicken stock from the door of the fridge, second shelf, using the left hand.
P01-20240203-123350-327 | Turn the box upside down so one stock cube falls from inside the box onto the left hand.
P01-20240203-123350-328 | Close the fridge.
P01-20240203-123350-329 | Throw the empty box of chicken stock onto the counter top.
P01-20240203-123350-330 | Open the cover of the chicken cube by unfolding the sides of the cover, holding the cube with the left hand and unfolding the sides with the right hand. All four sides.
P01-20240203-123350-331 | Tear part of the cover off the chicken cube and throw it on the countertop.
P01-20240203-123350-332 | Tear the remainder of the cover off the chicken cube using the right hand and throw these on the counter top.
P01-20240203-123350-333 | Drop the chicken cube inside the mug with hot water to melt it forming some stock using the left hand.
P01-20240203-123350-334 | Pick up all the pieces of the cover of the chicken cube from the countertop.
P01-20240203-123350-335 | Wipe a small part of the countertop using the right hand, because some small parts of the chocking cube have flown onto the countertop. Sliding these onto the left hand that is at the end of the countertop at the edge to catch the wiped dirt.
P01-20240203-123350-336 | Open the lid of the trash bin.
P01-20240203-123350-337 | throw all the pieces of cover of chicken tube onto the trash bin using both hands.
P01-20240203-123350-338 | Close the trash lid. This action is off-screen but you can hear it.
P01-20240203-123350-339 | Pick up a plastic package containing salad from the countertop using the left hand.
P01-20240203-123350-340 | Open the fridge.
P01-20240203-123350-341 | Put the plastic package of salad onto the second shelf of the fridge on top of the package of minced meat in the space previously freed by the other package, sliding it in using the left hand.
P01-20240203-123350-342 | Close the fridge.
P01-20240203-123350-343 | Open the drawer.
P01-20240203-123350-344 | Pick up a spoon from the cutlery tray of the drawer.
P01-20240203-123350-345 | Close the drawer, this action is off screen, but you can hear it.
P01-20240203-123350-346 | Insert the spoon into the mug with chicken cube and hot water.
P01-20240203-123350-347 | Stir the content of the mug using the spoon to assist in melting the chicken cube with the hot water.
P01-20240203-123350-348 | Pick up the mug from the countertop using the left hand.
P01-20240203-123350-349 | Put down the mug on the countertop, close to the hob.
P01-20240203-123350-350 | Slice the chicken cube inside the mug using the spoon. The spoon is inserted into the cube multiple times to divide it into smaller pieces to assist in it dissolving.
P01-20240203-123350-351 | Stir the content of the mug, which is the pieces of the chicken cube, with the hot water to melt these.
P01-20240203-123350-352 | Again, insert a spoon several times into the mug hitting its bottom to divide any remaining pieces of the chicken cube into smaller pieces to assist in dissolving these.
P01-20240203-123350-353 | Stir the content of the mug to dissolve all the remaining chicken cubes, stirring fast in quick circular motions, clockwise, quickly.
P01-20240203-123350-354 | To dissolve the remaining pieces visible from the chicken cube stock, push these pieces on the surface of the water towards the edge using the spoon, pushing them along the inside wall of the mug to press them and thus assist in dissolving these.
P01-20240203-123350-355 | Continue stirring the content of the mug, using the spoon in circular motions clockwise quickly.
P01-20240203-123350-356 | Once again, push any pieces on the surface of the water towards the sides of the mug, pressing them against the inner wall of the mug or side of the mug to dissolve these.
P01-20240203-123350-357 | Pick up the remaining pieces that could not be dissolved using the spoon from the mug.
P01-20240203-123350-358 | discard the spoon with the undissolved pieces of stock on a bowl at the right side of the mug on the countertop. These will not be used.
P01-20240203-123350-359 | Pick up the empty box of chicken stock.
P01-20240203-123350-360 | Insert the empty box of chicken stock inside the hung bag on the wall which contains recyclable cardboard.
P01-20240203-123350-361 | Pick up the wooden spoon from the bowl on the countertop.
P01-20240203-123350-362 | Move the bowl on the countertop further to the right of the countertop.
P01-20240203-123350-363 | move a plate on the countertop closer to the hob. This plate will be used to support the wooden spoon instead of the wall.
P01-20240203-123350-364 | Lift the lid off the pan using the left hand.
P01-20240203-123350-365 | Place the lid onto another pan on another burner on the hob temporarily. Placing it there will allow any vapor on it to fall onto the pan as opposed to onto the hob or any other surface.
P01-20240203-123350-366 | Stir the content of the pan using the motions of slicing the pieces into smaller pieces and turning the cooked meat at the bottom at the top, allowing the meat at the top to get closer to the pan multiple times until all the content has been mixed.
P01-20240203-123350-367 | adjust the heat on the hob by turning the knob using the left hand counterclockwise, lowering the heat.
P01-20240203-123350-368 | Hit the wooden spoon on the rim of the pan to drop any content from the pan stuck to it.
P01-20240203-123350-369 | Put the wooden spoon on the plate to the right of the hob as the spoon is dirty. The plate will be supporting the spoon.
P01-20240203-123350-370 | Lift the lid off the other pan.
P01-20240203-123350-371 | Cover the pan with meat using the lid again to continue cooking it.
P01-20240203-123350-372 | Pick up the knife from the chopping board.
P01-20240203-123350-373 | Using the knife, slide the peel of the garlic to the left of the chopping board, emptying some space on the board.
P01-20240203-123350-374 | Put down the knife on the chopping board.
P01-20240203-123350-375 | move the salt bottle on the countertop, away from the active working area, as it's not being used.
P01-20240203-123350-376 | Move the mesh of oranges also slightly away from the active area, as it's not being used.
P01-20240203-123350-377 | Take one carrot out of the bag of carrots using the left hand.
P01-20240203-123350-378 | Slightly move the bag of carrots on the countertop.
P01-20240203-123350-379 | Put down the single carrot also on the countertop.
P01-20240203-123350-380 | Open the lower cupboard.
P01-20240203-123350-381 | Close the cupboard realizing what I'm looking there is not there. The cupboard does not close fully.
P01-20240203-123350-382 | Open another lower cupboard.
P01-20240203-123350-383 | Open the second door of the lower cupboard.
P01-20240203-123350-384 | Pick up a plastic tupperware from the lower shelf of the cupboard using the left hand.
P01-20240203-123350-385 | Close the cupboard's door.
P01-20240203-123350-386 | Put the plastic tupperware on the countertop.
P01-20240203-123350-387 | Pick up the peeler from the countertop.
P01-20240203-123350-388 | Attempt to remove the plastic cover of the peeler's blade. I assume by the end of the attempt that this indeed is correct.
P01-20240203-123350-389 | pick up the single carrot from the countertop.
P01-20240203-123350-390 | Hold the carrot with the left hand, move the peeler down the skin of the carrot to peel it, realizing the peeler is not working, after a few attempts.
P01-20240203-123350-391 | Try to figure out what's going wrong with the peeler, attempting to move its blade around.
P01-20240203-123350-392 | Put down the carrot again on the countertop to figure out how to fix the peeler.
P01-20240203-123350-393 | Keep fiddling with the peeler until I figure out how to remove the plastic cover of the blade.
P01-20240203-123350-394 | Remove the plastic cover of the peeler by unhooking it from both ends.
P01-20240203-123350-395 | Put the cover on the counter top.
P01-20240203-123350-396 | Using the fingernail keep scratching the end of the blade so as to get the edge of this plastic cover covering the peeler, This attempt is repeated a few times as it's not successful.
P01-20240203-123350-397 | correctly get the edge of the cover using scratching the nail of the peeler.
P01-20240203-123350-398 | pull away the cover on top of the peeler having finally caught its end. The peeler is being held with the right hand and the cover, the plastic cover, which is transparent and blue using the left hand.
P01-20240203-123350-399 | Open the trash bin.
P01-20240203-123350-400 | Throw the plastic cover.
P01-20240203-123350-401 | Close the trash bin.
P01-20240203-123350-402 | Pick up the carrot from the countertop using the left hand.
P01-20240203-123350-403 | Hold the carrot with the left hand, peel skin of the carrot by holding the peeler against the carrot using the right hand and sliding it down the length of the carrot to peel it, continuing this several times, while rotating the carrot with the left hand to access all its sides, As the carrot is positioned on top of the plastic bowl, the peel is falling into the bowl.
P01-20240203-123350-404 | Put down the peeled carrot on the chopping board to the left of the bowl.
P01-20240203-123350-405 | Pick up a second carrot from the plastic bag.
P01-20240203-123350-406 | Position the carrot on top of the bowl so the peel falls into the bowl. Again, peel the skin off the carrot by holding the carrot with the left hand, holding the peel with the right hand, and then pushing and sliding the peel along the edge of the carrot to peel it, rotating it with the left hand so all its sides are peeled, continuously sliding the peel across the length of the carrot.
P01-20240203-123350-407 | Put down the peeled second carrot.
P01-20240203-123350-408 | Pick up the third carrot from the bag.
P01-20240203-123350-409 | Peel the third carrot. Position the carrot on top of the bowl so the peel falls into the bowl. Again, peel the skin off the carrot by holding the carrot with the left hand, holding the peel with the right hand, and then pushing and sliding the peel along the edge of the carrot to peel it, rotating it with the left hand so all its sides are peeled, continuously sliding the peel across the length of the carrot.
P01-20240203-123350-410 | Put down the peeled third carrot.
P01-20240203-123350-411 | Pick up the fourth carrot from the bag.
P01-20240203-123350-412 | Peel the fourth carrot. Position the carrot on top of the bowl so the peel falls into the bowl. Again, peel the skin off the carrot by holding the carrot with the left hand, holding the peel with the right hand, and then pushing and sliding the peel along the edge of the carrot to peel it, rotating it with the left hand so all its sides are peeled, continuously sliding the peel across the length of the carrot.
P01-20240203-123350-413 | Put down the fourth carrot on the chopping board after being peeled.
P01-20240203-123350-414 | Pick up the fifth carrot from the bag. The hand needs to access deeper into the bag this time to get this carrot.
P01-20240203-123350-415 | Peel the fifth carrot using the same method.
P01-20240203-123350-416 | Put down the peeled fifth carrot on the chopping board.
P01-20240203-123350-417 | Shake the peeler on top of the Tupperware to get rid of some of the peel that had stuck to it.
P01-20240203-123350-418 | Pick up the sixth carrot from the plastic bag using the left hand.
P01-20240203-123350-419 | Peel the sixth carrot in the same way.
P01-20240203-123350-421 | Shake the peeler on top of the Tupperware to get rid of some of the stuck peel to it.
P01-20240203-123350-420 | Put down the peeled sixth carrot on the chopping board. Piling the carrots now that have been peeled.
P01-20240203-123350-422 | Pick up the seventh carrot from the bag using the left hand.
P01-20240203-123350-423 | Peel the seventh carrot using the same method. During peeling this carrot as its shape is different than the others, it's not straight, the peeler is struggling to reach the end of the carrot.
P01-20240203-123350-424 | Touch the left hand using the right hand as the peeler had slightly touched the hand with its blade, potentially injuring it, but no harm has been done.
P01-20240203-123350-425 | Turn the carrot upside down in an attempt to make the peeling easier due to the odd shape of the carrot.
P01-20240203-123350-426 | Try to peel the carrot upside down, moving the peeler against its length. Again, the odd shape of the carrot is making peeling this particular carrot difficult.
P01-20240203-123350-427 | Put down the peeled seventh carrot on the countertop.
P01-20240203-123350-428 | Shake the peeler on top of the tupperware to get rid of some of the stuck peel to it.
P01-20240203-123350-429 | Reach into the bag of carrots to get the next carrot, then look back at the meat.
P01-20240203-123350-430 | Pick up the lid of the pan using the left hand. You can see steam coming out of the meat being cooked.
P01-20240203-123350-431 | pick up the wooden spoon using the right hand. This action is mostly off screen, only its shadow is visible.
P01-20240203-123350-432 | Place the lid onto the other pan on the hob, again in an effort to not let the steam in the pan drip on any surface.
P01-20240203-123350-433 | Stir the meat in the pan by turning it upside down and also moving the wooden spoon inside the meat.
P01-20240203-123350-434 | Rest the wooden spoon on the pan and the meat.
P01-20240203-123350-435 | pick up the mug containing chicken stock after dissolving the stock cube into the water from the countertop next to the hob.
P01-20240203-123350-436 | Pour the stock from the mug to the pan by holding the mug on top of the pan and tilting it for the liquid inside it to pour into the pan and moving the mug around while doing so to spread the water around the pan.
P01-20240203-123350-437 | Put down the empty mug on the countertop, discarding it.
P01-20240203-123350-438 | pick up the wooden spoon that was resting on the pan.
P01-20240203-123350-439 | mix the chicken stock that has been poured into the pan with the pan's content. Some of the chicken stock has not dissolved fully, so it can be visibly seen. So, mixing also that with the meat, holding the handle of the pan with the left hand and moving it, rotating it to access all the pan's content.
P01-20240203-123350-440 | Hit the wooden spoon on the rim of the pan to drop any content of the meat that has stuck to it.
P01-20240203-123350-441 | pick up the lid from the hob.
P01-20240203-123350-442 | Put down the wooden spoon on the plate next to the hob.
P01-20240203-123350-443 | cover the pan again with the lid, allowing it to continue to cook with the left hand, The pan is slightly sliding off the rim, so fixing it carefully to be stable.
P01-20240203-123350-444 | scratch the nose
P01-20240203-123350-445 | Pick up the eighth carrot from the bag using the right hand
P01-20240203-123350-446 | Move the carrot from the right hand to the left hand.
P01-20240203-123350-447 | Pick up the peeler from the countertop.
P01-20240203-123350-448 | Peel the eighth carrot in the same way.
P01-20240203-123350-449 | Hold this carrot, turn it 180 degrees and peel its top end, rotating it. This is different to how other carrots have been peeled. This is done in short strokes of the peeler.
P01-20240203-123350-450 | Put down the 8th peeled carrot on the chopping board.
P01-20240203-123350-451 | Pick up the ninth and final carrot from the bag. The right hand has to hold the bag as it's now empty and doesn't have any weight to get the carrot using the left hand from inside it.
P01-20240203-123350-452 | Peel the ninth carrot by holding it, turning it 180 degrees and peeling its top end, rotating it.
P01-20240203-123350-453 | Put down the ninth carrot on the chopping board.
P01-20240203-123350-454 | Shake the peeler on top of the plastic tupperware to get rid of stuck peel to it.
P01-20240203-123350-455 | Pick up a very small remaining cut out from the bag using the left hand.
P01-20240203-123350-456 | Peel the last small tenth carrot by hold ing it, turning it 180 degrees and peeling its top end, rotating it
P01-20240203-123350-457 | Rotate the carrot 180 degrees to peel it in the other direction as it's small and struggling to keep hold of it, peeling it in short strokes.
P01-20240203-123350-458 | Rotate again 100 degrees and continue peeling its end.
P01-20240203-123350-459 | Hit the peeler against the edge of the tupperware to get rid of any remaining peel that is stuck to it.
P01-20240203-123350-460 | Put down the tenth carrot on the pile of carrots on top of the chopping board using the left hand.
P01-20240203-123350-461 | Using the left hand, remove the remaining peel stuck to the peeler, which is being held with the right hand, and drop that into the tupperware.
P01-20240203-123350-462 | Push some of the peel that is around the edge of the tupperware back into the tupperware using the left hand as it was slightly outside.
P01-20240203-123350-463 | Put down the peeler on the countertop.
P01-20240203-123350-464 | Brush the left hand using the right hand, again dropping some of the peel stuck to it into the Tupperware.
P01-20240203-123350-465 | Pick up the tupperware from the counter top, this action is mostly off screen.
P01-20240203-123350-466 | Shake the tupperware so all the peel inside it are loose and well inside.
P01-20240203-123350-467 | Open the lid of the food waste bin.
P01-20240203-123350-468 | Turn the tupperware on top of the food waste bin to drop all the peel inside it into the bin.
P01-20240203-123350-469 | Hit the tupperware multiple times with the edge of the bin to drop any of the stuck peel inside the tupperware into the bin.
P01-20240203-123350-470 | close the lid of the food waste bin by not holding it anymore with the left hand so it drops closed.
P01-20240203-123350-471 | put the empty tupperware next to the sink on the countertop.
P01-20240203-123350-472 | Dry the hands using the towel on the rim of the oven, holding its edge.
